2021072103,24.0445,127.1610,97869.07
2021072106,23.9569,127.6014,97349.59
2021072109,24.1824,126.8777,96952.16
2021072112,23.9796,127.0437,96934.74
2021072115,23.8318,126.3177,96793.00
2021072118,23.9612,126.4484,96391.09
2021072121,23.7570,126.3807,96144.04
2021072200,23.8889,126.2147,95969.52
2021072203,23.6330,126.1709,95764.62
2021072206,23.7911,125.7098,95588.04
2021072209,23.7718,125.5551,95538.77
2021072212,23.7670,125.2145,95473.86
2021072215,23.8498,125.1566,95302.40
2021072218,23.6764,125.0075,94964.20
2021072221,23.9307,124.8352,94721.97
2021072300,23.9708,124.5793,94463.89
2021072303,24.0770,124.4559,94195.44
2021072306,24.1731,124.2591,94061.99
2021072309,24.2504,124.0976,94065.91
2021072312,24.4048,123.9255,94147.68
2021072315,24.5587,123.6786,94201.43
2021072318,24.9437,123.4203,94166.71
2021072321,25.1838,123.0378,94311.56
2021072400,25.3932,122.6618,94499.45
2021072403,25.7023,122.4831,94591.13
2021072406,26.0916,121.8833,94692.20
2021072409,26.2784,121.4890,94932.72
2021072412,26.5799,120.9600,95465.89
2021072415,26.8178,120.2285,96134.04
2021072418,26.9140,119.6383,96685.01
2021072421,27.3367,118.7343,97333.03
2021072500,27.5045,118.1693,97746.55
2021072503,27.7141,117.9926,98049.51
2021072506,28.0059,117.3597,98245.25
2021072509,27.9395,116.7311,98452.12
2021072512,27.8212,116.2343,98659.52
2021072515,27.7958,115.3979,98808.59
2021072518,27.6894,115.3216,98794.04
2021072521,27.4210,114.9630,98855.87
2021072600,27.1697,114.7626,98968.60
