2021072103,24.0638,127.2832,97864.67
2021072106,24.0530,127.6400,97300.26
2021072109,24.2712,126.9015,96880.83
2021072112,23.9532,126.7665,96914.62
2021072115,24.0303,126.5822,96777.79
2021072118,23.8411,126.4140,96304.61
2021072121,23.9772,126.1860,96007.44
2021072200,23.8913,126.1544,95794.70
2021072203,23.9337,126.0882,95643.06
2021072206,23.8209,125.8997,95481.65
2021072209,23.8789,125.6921,95475.17
2021072212,23.9167,125.2974,95384.21
2021072215,24.0201,125.3512,95187.23
2021072218,24.1304,125.2932,94900.96
2021072221,24.3605,125.2293,94528.04
2021072300,24.6561,125.0088,94341.24
2021072303,24.7487,124.9275,94130.28
2021072306,24.7882,124.7777,93934.25
2021072309,25.0356,124.7357,93954.46
2021072312,25.3243,124.6263,94100.84
2021072315,25.6285,124.4561,94218.06
2021072318,26.0625,124.3322,94270.12
2021072321,26.4428,124.1385,94425.46
2021072400,26.8482,123.9364,94596.02
2021072403,27.3042,123.7182,94674.06
2021072406,27.8510,123.6148,94724.98
2021072409,28.4005,123.1930,94884.89
2021072412,28.7925,122.9304,95132.62
2021072415,29.2687,122.4942,95432.36
2021072418,29.7412,122.1721,95641.97
2021072421,30.0854,121.8874,95932.93
2021072500,30.3779,121.6171,96210.12
2021072503,30.5492,121.3545,96520.23
2021072506,30.6818,121.1628,96739.29
2021072509,30.8716,121.1606,96957.89
2021072512,30.9026,121.0012,97256.93
2021072515,30.9908,120.9125,97469.28
2021072518,31.1048,120.9348,97560.68
2021072521,31.2256,121.0447,97686.78
2021072600,31.2441,120.9488,97805.65
